סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
848,בית רבן,המרכז,רחובות,יישובים מוסדיים יהודיים,חבל יבנה,אזור רחובות,931,931,925,-,אשכול רשויות שורק דרומי       
1162,בית רימון,הצפון,יזרעאל,קיבוצים,הגליל התחתון,הרי נצרת-תירען,866,866,865,-,אשכול רשויות הכנרת והעמקים    
9200,בית שאן,הצפון,יזרעאל,יישובים יהודיים 19999-10000 תושבים,עירייה,עמק בית שאן,"18,705","18,554","18,213",151,אשכול רשויות הכנרת והעמקים    
2610,בית שמש,ירושלים,ירושלים,יישובים יהודיים 199999-100000 תושבים,עירייה,שפלת יהודה,"132,543","132,432","130,496",111,
248,בית שערים,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,אזור יקנעם,787,787,781,-,אשכול רשויות הגליל והעמקים    
747,בית שקמה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,893,889,871,4,
252,ביתן אהרן,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,138,138,133,-,
3780,ביתר עילית,יהודה והשומרון,,יישובים יהודיים 99999-50000 תושבים,עירייה,,"61,125","61,124","61,118",1,
94,בלפוריה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,543,543,529,-,אשכול רשויות הגליל והעמקים    
760,בן זכאי,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,חבל יבנה,אזור רחובות,"1,135","1,135","1,120",-,אשכול רשויות שורק דרומי       
712,בן עמי,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,777,775,751,2,אשכול רשויות גליל מערבי       
1084,בן שמן (כפר נוער),המרכז,רמלה,יישובים מוסדיים יהודיים,חבל מודיעין,אזור רמלה,671,667,605,4,
2013,בן שמן (מושב),המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור רמלה,873,873,863,-,
6100,בני ברק,תל אביב,,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור רמת גן,"208,793","208,727","207,432",66,
1368,בני דקלים,הדרום,אשקלון,יישובים קהילתיים,לכיש,אזור לכיש,"1,426","1,426","1,426",-,
592,בני דרום,המרכז,רחובות,מושבים שיתופיים,חבל יבנה,אזור רחובות,925,924,923,1,אשכול רשויות שורק דרומי       
386,בני דרור,המרכז,השרון,מושבים שיתופיים,לב השרון,מערב השרון,"1,208","1,208","1,199",-,אשכול רשויות השרון            
4015,בני יהודה,הצפון,גולן,יישובים קהילתיים,גולן,גולן דרומי,"1,119","1,119",977,-,אשכול רשויות גליל מזרחי       
1363,בני נצרים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,820,820,820,-,אשכול רשויות נגב מערבי        
448,בני עטרות,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,959,959,951,-,
1066,"בני עי""ש",המרכז,רחובות,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור רחובות,"6,925","6,873","5,559",52,אשכול רשויות שורק דרומי       
418,בני ציון,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,349","1,347","1,321",2,
588,בני ראם,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,נחל שורק,אזור רחובות,"1,427","1,417","1,416",10,אשכול רשויות שורק דרומי       
685,בניה,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,ברנר,אזור רחובות,780,780,779,-,אשכול רשויות שורק דרומי       
9800,בנימינה-גבעת עדה*,חיפה,חדרה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חדרה,"15,925","15,896","15,341",29,
1326,"בסמ""ה",חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הר אלכסנדר,"10,259",3,-,"10,256",
944,בסמת טבעון,הצפון,יזרעאל,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"7,998",23,17,"7,975",
483,בענה,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור כרמיאל,"8,435",15,4,"8,420",אשכול רשויות בית הכרם הגלילי  
389,בצרה,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,201","1,200","1,167",1,
589,בצת,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,306,299,293,7,אשכול רשויות גליל מערבי       
864,בקוע,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,790,787,774,3,
3612,בקעות,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,192,192,189,-,אשכול יהודה ושומרון           
823,בר גיורא,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,696,693,678,3,
1191,בר יוחאי,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,"1,088","1,088","1,088",-,אשכול רשויות גליל מזרחי       
3744,ברוכין,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,478","1,478","1,469",-,
428,ברור חיל,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,"1,001",983,963,18,אשכול רשויות נגב מערבי        
2060,ברוש,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור גרר,584,584,581,-,אשכול רשויות נגב מערבי        
3710,ברכה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,927","2,920","2,509",7,
746,ברכיה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,252","1,252","1,252",-,
1728,בר-לב,הצפון,עכו,מוקד תעסוקה,מטה אשר,אזור כרמיאל,-,-,-,-,אשכול רשויות גליל מערבי       
667,ברעם,הצפון,עכו,קיבוצים,הגליל העליון,אזור אילון,638,638,572,-,אשכול רשויות גליל מזרחי       
141,ברק,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,411,411,410,-,אשכול רשויות הגליל והעמקים    
617,ברקאי,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,557,556,529,1,
3654,ברקן,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,933","1,930","1,801",3,
2038,ברקת,המרכז,פתח תקווה,מושבים 4999-2000 תושבים,חבל מודיעין,אזור פתח תקווה,"2,126","2,126","2,119",-,
1323,בת הדר,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,חוף אשקלון,אזור אשקלון,764,764,746,-,
1361,בת חן,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,428,428,415,-,
1319,בת חפר,המרכז,השרון,יישובים יהודיים 9999-5000 תושבים,עמק חפר,מזרח השרון,"5,285","5,283","5,210",2,
6200,בת ים,תל אביב,,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור חולון,"127,802","126,900","99,673",902,
3794,בת עין,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,"1,605","1,605","1,600",-,
33,בת שלמה,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,אזור זכרון יעקב,659,659,636,-,
1736,בתי זיקוק - קישון,חיפה,חיפה,מוקד תעסוקה,,אזור חיפה,-,-,-,-,
872,גאולי תימן,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,363,262,260,101,
379,גאולים,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,968,968,947,-,אשכול רשויות השרון            
853,גאליה,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גן רווה,אזור ראשון לציון,968,968,956,-,
352,גבולות,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,378,378,312,-,אשכול רשויות נגב מערבי        
424,גבים,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,624,623,604,1,אשכול רשויות נגב מערבי        
86,גבע,הצפון,יזרעאל,קיבוצים,הגלבוע,עמק חרוד,616,616,593,-,אשכול רשויות הגליל והעמקים    
3763,גבע בנימין,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מטה בנימין,,"5,761","5,742","5,622",19,אשכול יהודה ושומרון           
683,גבע כרמל,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,220","1,220","1,202",-,
2014,גבעולים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,410,410,410,-,אשכול רשויות נגב מערבי        
3644,גבעון החדשה,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,043",980,951,63,אשכול יהודה ושומרון           
1344,גבעות בר,הדרום,באר שבע,יישובים קהילתיים,בני שמעון,אזור באר שבע,"1,245","1,237","1,221",8,אשכול רשויות נגב מערבי        
1293,גבעת אבני,הצפון,כנרת,יישובים יהודיים 4999-2000 תושבים,הגליל התחתון,גליל תחתון מזרחי,"2,084","2,084","2,054",-,אשכול רשויות הכנרת והעמקים    
1288,גבעת אלה,הצפון,יזרעאל,יישובים קהילתיים,עמק יזרעאל,הרי נצרת-תירען,"1,935","1,932","1,915",3,אשכול רשויות הגליל והעמקים    
147,גבעת ברנר,המרכז,רחובות,קיבוצים 4999-2000 תושבים,ברנר,אזור רחובות,"2,686","2,686","2,626",-,אשכול רשויות שורק דרומי       
870,גבעת השלושה,המרכז,פתח תקווה,קיבוצים,דרום השרון,אזור פתח תקווה,886,886,868,-,אשכול רשויות השרון            
3730,גבעת זאב,יהודה והשומרון,,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,,"19,225","19,202","19,041",23,אשכול יהודה ושומרון           
207,"גבעת ח""ן",המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,360,360,356,-,אשכול רשויות השרון            
1740,גבעת חביבה,חיפה,חדרה,מוקד תעסוקה,מנשה,אזור חדרה,-,-,-,-,
2018,גבעת חיים (איחוד),המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,"1,192","1,192","1,165",-,
173,גבעת חיים (מאוחד),המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,"1,027","1,022",993,5,
4021,גבעת יואב,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,740,738,718,2,אשכול רשויות גליל מזרחי       
787,גבעת יערים,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,"1,433","1,432","1,403",1,
919,גבעת ישעיהו,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,812,812,800,-,
