,OBJECTID,Traffic area,TAZ_Number,en_area name,Authority,Inside the city of Jerusalem?,Inside the Jerusalem metropolis?,sector,A total of one until 2020,Additional unit 2020_ 2025,Additional unit 2025_ 2030,Additional unit 2030_ 2035,Addendum y_d 2035_ 2040,Total addition between 2020_2040,A total of one until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,2035 population projections,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Total employed 2020,Total employed 2025,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2020,Total Yeshiva students and include 2025,Total Yeshiva students and include 2030,Total yeshiva students and include 2035,Total Yeshiva students including 2040,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Shape_Area,Shape__Length,Units per square kilometer - 2020,Units per square kilometer - 2040,Employed per square kilometer - 2020,Employed per square kilometer - 2040
47,48,2303,2303,Jabal Batan al-Hawa,Jerusalem,1,1,Arab,2748.132081,101.0301532,131.0301532,165.8301532,75.83015323,473.7206129,3221.852694,5.367298293,5.367298293,5.367298293,5.264934787,5.267344035,14750.04463,15292.3036,15995.58151,16563.60351,16970.60657,1686.282391,2127.564781,2568.847172,3010.129562,3451.411953,932.4965658,980.7267734,1031.266981,1084.486789,1046.082671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566809.088500977,4110.99252175558,4848.4262810039,5684.19377769813,1645.16869033654,1845.56439235395
48,49,4501,4501,Kiryat Yuval-Anilwitz St,Jerusalem,1,1,Jewish,509.0,98.6,98.5,0.0,61.04240587,258.1424059,767.1424059,3.9,3.86056809,3.821136179,3.781704269,3.742272359,1985.1,2345.681171,2698.104256,2670.261384,2870.855821,167.404,239.5202343,310.0048512,305.8284204,335.9175859,92.54336667,148.4472215,185.5653114,185.1824719,189.2835783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135413.778411865,2487.35779787194,3758.84940195569,5665.172443285,683.411745505885,1397.81623790371
49,50,4502,4502,Kiryat Yuval Mizrah,Jerusalem,1,1,Jewish,1159.0,105.6,311.2,99.5,81.72,598.02,1757.02,3.6,3.595981722,3.591963445,3.587945167,3.58392689,4172.4,4547.478486,5660.215996,6010.884539,6297.031224,971.62,1046.635697,1269.183199,1321.783481,1364.705483,238.8775278,258.6371667,351.9005096,408.8468372,414.5791942,66.0,66.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,264107.064186096,2705.608216956,4388.37182781049,6652.68081872267,904.47231518079,1569.73913392895
50,51,3804,3804,Katamon,Jerusalem,1,1,Jewish,1044.823077,55.0,56.6,37.0,37.0,185.6,1230.423077,2.470075305,2.409245502,2.350599076,2.285101361,2.221298474,2580.79168,2649.743802,2718.287016,2727.092698,2733.136903,568.5777886,590.6112915,570.5664538,559.142601,560.7490694,317.6378663,323.892604,326.4133606,328.2151741,332.604911,44.0,44.0,44.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,197937.881347656,1913.40151074585,5278.54026670561,6216.20817916554,1604.735102434,1680.34995997464
51,52,3911,3911,The Greek colony,Jerusalem,1,1,Jewish,959.9605347,25.0,79.0,25.0,25.0,154.0,1113.960535,2.091943155,2.053884319,2.008903047,1.970019857,1.945850173,2008.182869,2022.994997,2137.39356,2145.273877,2167.600299,502.0457173,506.4893558,540.8089246,543.1730196,549.8709462,1043.961241,1657.597288,1683.635076,1701.681912,1720.863548,138.0,138.0,138.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,194587.729095459,2110.78974278714,4933.30457764411,5724.72139008069,5364.99010422113,8843.63857885301
52,53,2101,2101,Jebel Mukbar West,Jerusalem,1,1,Arab,1247.339049,171.4681633,239.7681633,90.96816333,82.96816333,585.1726533,1832.511702,5.189701897,5.189701897,5.189701897,5.189701897,5.189701897,6473.317828,7363.186481,8607.511773,9079.609423,9510.189457,1936.517689,2130.035379,2323.553068,2517.070757,2710.588446,691.2812206,722.2233907,758.4246608,783.1683309,1147.690255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075954.1055603,5754.64749082954,1159.28648123002,1703.15043414024,642.482069660411,1066.67212762048
53,54,3910,3910,Bekaa North,Jerusalem,1,1,Jewish,676.0789474,50.1,65.3,97.8,110.3,323.5,999.5789474,3.796868466,3.613635868,3.42053926,3.197085969,2.972500388,2566.982836,2624.146291,2707.284813,2843.101245,2971.248809,185.5806636,193.6413388,186.2764793,188.3044462,194.3353989,328.3848591,343.4500718,363.243631,387.772881,413.439702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167287.801559448,1736.16853348674,4041.41211192703,5975.20523362718,1962.99345223509,2471.42767222676
54,55,3701,3701,The Greek colony West,Jerusalem,1,1,Jewish,1741.039634,50.0,167.0,50.0,50.0,317.0,2058.039634,2.44701543,2.408191091,2.406772615,2.361836912,2.307558618,4260.350849,4313.165691,4712.556171,4742.662129,4749.047095,607.8707446,607.0434929,647.5844214,642.9958757,617.5257364,560.0059989,563.7801675,580.3554193,583.7848026,622.9902765,277.0,277.0,277.0,277.0,277.0,0.0,0.0,0.0,0.0,0.0,228162.782287598,2227.74225645823,7630.69075746732,9020.04969156563,2454.41431457527,2730.46405839636
55,56,4505,4505,Kiryat Yuval-community center,Jerusalem,1,1,Jewish,563.0,450.0,16.8,106.78,28.38,601.96,1164.96,3.4,3.4,3.4,3.4,3.4,1914.2,3444.2,3501.32,3864.372,3960.864,57.426,363.426,374.85,429.3078,443.7816,182.7250541,394.5850541,396.1866541,423.0063591,425.2696641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143014.096328735,1973.68248084237,3936.67487648124,8145.77045134206,1277.67163371074,2973.62060815646
56,57,4503,4503,Kiryat Yuval-commercial center,Jerusalem,1,1,Jewish,1304.4625,369.0,200.35,270.88,384.16,1224.39,2528.8525,2.17791411,2.341203426,2.504492742,2.667782058,2.831071374,2841.007285,3917.916139,4692.949806,5721.572171,7159.361921,775.2302186,990.6119892,1145.618723,1299.912077,1515.58054,453.8985665,481.7598955,513.550146,585.5554635,707.6549926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188625.005599976,2028.94912713691,6915.6392910409,13406.7722991247,2406.3541578501,3751.64994879179
57,58,4605,4605,Kiryat Menachem,Jerusalem,1,1,Jewish,1676.0,0.0,132.6,547.3335453,284.600318,964.5338633,2640.533863,2.854741897,2.913005384,2.971268871,3.029532358,3.087795845,4784.547419,4882.197023,5373.83688,7137.376908,8153.429491,1304.536423,1324.066343,1422.394315,1686.925319,1839.333206,211.7625054,213.5527481,242.5751455,447.1745138,656.9152761,124.0,124.0,124.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,253215.955841064,2342.67659698797,6618.85620293206,10427.9916098865,836.292107646315,2594.28863366069
58,59,4607,4607,City of Gardens a,Jerusalem,1,1,Jewish,469.7,17.525,137.525,28.865,36.425,220.34,690.04,3.4,3.4,3.3,3.3,3.2,1596.98,1656.565,2061.675,2156.9295,2208.128,699.9094,711.8264,792.8484,807.136575,814.81635,139.8251617,141.6886533,279.28901,281.8688194,284.1754988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433606.805671692,3617.95541474386,1083.23945532266,1591.39568607802,322.46994251716,655.376011360775
59,60,4504,4504,Kiryat Yuval- Avraham Stern St,Jerusalem,1,1,Jewish,1641.0,109.5,403.02,26.4,221.0,759.92,2400.92,2.944546009,2.988426761,3.032307514,3.076188267,3.12006902,4832.0,5231.241046,6530.134878,6705.844328,7491.036112,491.96,571.8082092,831.5869757,857.9433931,975.7221607,492.5123806,506.8453997,555.3259093,558.3227143,573.9811013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254701.306213379,3074.69348688006,6442.84092765992,9426.41416211899,1933.68612011511,2253.54596658072
60,61,3908,3908,Source of life,Jerusalem,1,1,Jewish,779.4,141.3,47.7,118.0,61.0,368.0,1147.4,2.612007353,2.016982245,2.009679701,1.985005183,1.929296877,2035.798531,1857.035553,1946.173822,2156.509631,2213.675237,612.0757363,560.1855779,571.0442774,598.3713968,609.6062669,257.97286,263.729057,267.9447003,278.9257071,284.3389161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193878.683288574,2604.52264989629,4020.03968038054,5918.13385844064,1330.58908604215,1466.58163381883
61,62,4604,4604,City of Gardens b,Jerusalem,1,1,Jewish,772.0,0.0,5.346,67.226,67.226,139.798,911.798,2.603626943,2.641644677,2.679662412,2.717680146,2.755697881,2010.0,2039.349691,2083.024857,2295.276556,2512.639816,110.3,116.1699382,124.9049714,156.7427263,189.3472153,156.9217528,157.4598304,158.4957658,193.1053675,227.7852531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268072.728736877,2600.33857610857,2879.81550244801,3401.30831023457,585.370073037247,849.714382262207
62,63,4201,4201,Gonen H,Jerusalem,1,1,Jewish,1279.0,0.0,141.1,666.8885714,572.4513329,1380.439904,2659.439904,2.70865135,2.90865135,3.10865135,3.5,3.5,3464.365077,3720.165077,4414.595783,7304.46,9308.039665,769.9309523,833.8809523,1007.488629,1729.954683,2230.849599,169.060004,174.9220873,226.4222243,528.0084593,659.3251792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191431.29875946,1780.23158851364,6681.24809416408,13892.3985849444,883.136692356819,3444.18694055074
63,64,4202,4202,Gonen T,Jerusalem,1,1,Jewish,1034.0,0.0,274.95,362.43,453.64,1091.02,2125.02,2.423137366,2.623137366,2.823137366,3.5,3.5,2505.524037,2712.324037,3695.345656,5849.83,7437.57,1239.165721,1290.865721,1536.621126,2075.242212,2472.177212,193.2081911,197.9473578,260.3174865,356.2695961,461.2455844,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,199769.318717957,2876.16447584515,5175.9699969736,10637.3692098345,967.156479983696,2308.89101169338
64,65,3112,3112,Ramot Rachel,Jerusalem,1,1,Jewish,1533.0,52.2,45.0,45.0,0.0,142.2,1675.2,2.505663181,2.505663181,2.505663181,2.505663181,2.505663181,3841.181656,3971.977274,4084.732118,4197.486961,4197.486961,241.8149124,725.6115774,746.2099379,766.8082983,766.8082983,190.796367,240.8863946,247.7245776,254.5627607,338.9863937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367446.929534912,3115.25197635286,4172.03105204978,4559.02571323796,519.248772173702,922.545179868735
65,66,3101,3101,Talpiot,Jerusalem,1,1,Jewish,1797.477947,14.1,188.55,193.25,136.9189676,532.8189676,2330.296915,3.3,3.3,3.3,3.3,3.3,5931.677227,5978.207227,6600.422227,7238.147227,7689.97982,662.0043926,1078.826902,1191.111782,1306.195596,1387.733277,806.0504525,857.5037157,894.3435585,928.2911668,949.010921,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,262628.231719971,2570.05473065314,6844.19163632254,8872.98711086284,3069.16909587792,3613.51449074938
66,67,3201,3201,Telfaz - Avshalom Habib St,Jerusalem,1,1,Jewish,761.0,0.0,0.0,232.0693624,232.0693624,464.1387248,1225.138725,3.3,3.3,3.5,3.5,3.7,2511.3,2511.3,2663.5,3475.742768,5442.909477,547.474543,640.2623479,679.0661266,886.1494945,1387.68367,449.1544643,529.9423115,592.2512048,748.6164285,552.4444515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252380.856903076,3444.58617966678,3015.28415957575,4854.32508643276,1779.66930539622,2188.93167365764
67,68,3705,3705,bread,Jerusalem,1,1,Jewish,788.2333333,11.28333333,11.28333333,32.88333333,11.28333333,66.73333333,854.9666667,3.253565394,3.228202519,3.161236748,3.072574206,2.978785475,2564.568696,2581.001717,2563.130755,2592.279648,2546.762288,612.0,616.627502,621.1937907,642.1401596,646.4802932,290.2334053,291.5264097,292.8138028,297.2659033,303.8629005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116934.587982178,1586.21208477855,6740.80566667013,7311.49509698796,2482.0150334325,2598.57160950798
68,69,3204,3204,Salisberg High School,Jerusalem,1,1,Jewish,836.0,0.0,0.0,175.2644437,116.1644437,291.4288874,1127.428887,3.3,3.3,3.5,3.5,3.7,2758.8,2758.8,2926.0,3539.425553,5732.494318,601.7003592,703.3631049,745.9911719,902.3855831,1461.514065,429.0390919,468.3536094,494.3536623,786.7222367,586.332707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293043.765594482,2915.67540897626,2852.81619386801,3847.30548596673,1464.07855164443,2000.83665254075
69,70,3202,3202,Telfaz - Dov Gruner St,Jerusalem,1,1,Jewish,1233.0,0.0,0.0,290.8036261,246.8036261,537.6072522,1770.607252,3.3,3.3,3.5,3.5,3.7,4068.9,4068.9,4315.5,5333.312691,6300.517802,202.6489704,1037.376445,1100.247745,1359.74169,1606.333103,493.4030605,669.2064871,772.4817753,932.7156509,633.8166849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160080.160858154,2496.91679025112,7702.39106076706,11060.7538280082,3082.22491691022,3959.37061471109
70,71,3605,3605,Beit Tsefa North,Jerusalem,1,1,Arab,390.5,3.75,8.85,3.75,3.75,20.1,410.6,4.299117768,4.299117768,4.299117768,4.299117768,4.299117768,1678.805488,1694.92718,1732.974372,1749.096064,1765.217756,597.5157975,592.1045605,570.4949607,572.3975882,563.8045165,249.3750204,249.1677404,247.8683104,248.3314679,262.7622205,74.0,74.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,228366.905426025,2632.42664158624,1709.96755975438,1797.98381571101,1091.99281715003,1150.61427140596
71,72,3203,3203,Telfaz - Moshe Barzani St,Jerusalem,1,1,Jewish,748.0,0.0,0.0,235.3298687,255.774394,491.1042627,1239.104263,3.3,3.3,3.5,3.5,3.7,2468.4,2468.4,2618.0,3441.65454,5598.6471,232.4765129,629.3248834,667.4657854,877.4586138,1427.389375,138.2589731,737.08031,793.7419552,758.6464428,304.5796478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142319.893081665,2527.54156489267,5255.76561226608,8706.47269450228,971.466251879947,2140.10593463015
72,73,2505,2505,Zur Bahr,Jerusalem,1,1,Arab,1404.820557,312.4750935,312.4750935,312.4750935,312.4750935,1249.900374,2654.720931,4.608365019,4.608365019,4.608365019,4.608365019,4.608365019,6473.925912,7913.925202,9353.924492,10793.92378,12233.92307,6544.289984,6544.289984,6544.289984,6544.289984,6544.289984,1172.814531,1211.772007,1250.762008,1289.285728,1375.525017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634322.175628662,3762.13152933549,2214.6798755817,4185.13025871903,1848.92563441858,2168.4958682656
73,74,3401,3401,Gila A - Persimmon,Jerusalem,1,1,Jewish,1254.262276,13.45,65.65,65.65,13.45,158.2,1412.462276,2.493141474,2.434900099,2.362706737,2.298644964,2.256742805,3127.053299,3086.752746,3150.344032,3215.832522,3187.564079,920.6156956,953.1028775,920.4779337,971.3908405,1022.962752,310.3859622,264.6168796,282.3583073,257.1242016,202.5311808,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,199702.758590698,2011.26748281526,6280.64571992558,7072.82305946969,1554.23973304321,1014.16316043535
74,75,6002,6002,Neve Yaakov Darom,Jerusalem,1,1,Jewish,622.7768763,0.0,0.0,0.0,0.0,0.0,622.7768763,3.893850418,4.269586912,4.545769292,4.791443154,5.090105495,2425.0,2659.0,2831.0,2984.0,3170.0,1072.157583,1280.44955,1281.34443,1260.454889,1252.374601,298.1988097,317.29224,317.3742707,315.4593961,356.0511014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262184.068969727,2572.96322660985,2375.34217371502,2375.34217371502,1137.36433671121,1358.01958829585
75,76,6005,6005,Neve Ya'akov - North West,Jerusalem,1,1,Ultra Orthodox,306.0590276,3.85,3.85,3.85,3.85,15.4,321.4590276,5.0,5.0,5.0,4.8,4.6,1530.295138,1549.545138,1568.795138,1524.523333,1478.711527,382.5737845,388.3487845,394.1237845,380.8422429,367.0987012,231.7097842,237.9697904,244.25379,248.3763729,251.7692684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146857.003341675,2099.29392084555,2084.06150633435,2188.92541918549,1577.79185825349,1714.38380649943
76,77,6004,6004,Central Command,Jerusalem,1,1,Ultra Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.8303229,942.1111955,953.1948566,963.3462472,972.61716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195927.811004639,1834.10964506591,0.0,0.0,4755.98802498711,4964.16080500676
77,78,2404,2404,Om Leeson,Jerusalem,1,1,Arab,899.8280645,88.79363202,67.19363202,65.99363202,47.39363202,269.3745281,1169.202593,4.669821627,4.776175559,4.870249739,4.953435058,5.057691436,4202.036556,4721.830784,5142.084328,5556.807833,5913.46594,2203.382302,2440.764604,2678.146906,2915.529208,3152.91151,339.6077318,368.2048858,395.1388399,421.9803939,473.7135107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255092.13504028,5388.24014183307,716.941839868289,931.56714185168,270.583905610324,377.433255674728
78,79,6303,6303,Pisgat Ze'ev Mizrah - Southeast,Jerusalem,1,1,Jewish,1311.190476,0.0,14.4,0.0,0.0,14.4,1325.590476,4.2,4.2,4.0,3.8,3.4,5507.0,5507.0,5302.361905,5037.24381,4507.007619,408.0,408.0,408.0,408.0,408.0,198.051677,201.4157084,206.2593,208.3743416,210.0091915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504392.969680786,2963.93658145092,2599.54153768204,2628.09070641671,392.653523948481,416.360266942079
79,80,6402,6402,Shuafat - employment area,Jerusalem,1,1,Arabs beyond the separation fence,3506.469961,587.3542369,587.3542369,586.9945691,573.3226755,2335.025718,5841.495679,4.821340332,5.2,5.2,5.2,5.2,16905.88505,21287.88583,24342.12786,27394.49962,30375.77753,329.199711,658.3994221,987.5991331,1316.798844,1645.998555,973.3998784,1048.802795,1124.205711,1199.580933,1439.723507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115560.99395752,4832.02555672323,3143.23464157759,5236.37498141356,872.565358301751,1290.58250942649
80,81,5107,5107,Ramat Eshkol - a commercial center,Jerusalem,1,1,Ultra Orthodox,475.2048217,10.0,10.0,10.0,39.4,69.4,544.6048217,4.442606178,4.664846739,4.863070158,4.699209402,4.48283443,2111.147876,2263.40613,2408.215791,2374.063248,2441.373246,846.1964778,906.2240001,878.3651122,878.0513592,918.3133471,1519.395878,1555.654171,1578.909119,1599.207817,2014.038261,120.7835257,164.6793099,219.9928533,210.6620718,208.3295191,0.0,0.0,0.0,0.0,0.0,236492.32800293,2470.58001366642,2009.38789732796,2302.84350574473,6424.71529977572,8516.29428323379
81,82,209,209,Mandelbaum Gate - Hotels,Jerusalem,1,1,Arab,96.51128557,2.0,2.0,10.0,2.0,16.0,112.5112856,5.5,5.5,5.5,5.5,5.5,530.8120707,541.8120707,552.8120707,607.8120707,618.8120707,15.92436212,16.25436212,16.58436212,18.23436212,18.56436212,1375.538202,1629.368561,1645.338867,1662.482013,1675.868521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78773.6290893555,1271.20307131228,1225.17251884541,1428.28617775594,17461.9122909735,21274.4866571909
82,83,206,206,Shchem gate,Jerusalem,1,1,Arab,75.80299786,3.474304069,6.948608137,10.42291221,13.89721627,34.74304069,110.5460385,5.5,5.4,5.4,5.2,5.2,361.8743867,428.0974304,465.6199143,502.5738758,574.8394004,492.0,511.8669131,523.1236583,534.2098467,555.8895041,1397.90806,1737.10609,2073.131948,2410.505603,2748.964977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106777.961959839,1410.74972312595,709.912387057087,1035.28889736234,13091.7282400069,25744.6848258252
83,84,201,201,East Jerusalem Ministry of Justice,Jerusalem,1,1,Arab,20.55674518,0.942184154,1.884368308,2.826552463,3.768736617,9.421841542,29.97858672,5.5,5.4,5.4,5.2,5.2,113.0620985,116.0942184,126.2698073,136.2912206,155.888651,1250.0,1250.909636,1253.962313,1256.968737,1262.847966,1440.500561,1759.79189,2076.947127,2395.31103,2713.969366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43856.7842559814,903.755877825937,468.72440669647,683.556426413351,32845.5582286231,61882.5436484175
84,85,3402,3402,Gila - a pool of water,Jerusalem,1,1,Jewish,579.3053521,0.0,0.0,0.0,88.2,88.2,667.5053521,3.483480741,3.474187342,3.524140846,3.535933212,3.428402575,2017.999037,2012.615321,2041.553653,2048.385035,2288.477068,504.4997593,502.8846445,511.5661442,513.6155586,585.6431685,614.4573474,630.2877115,640.4140459,648.4560365,674.610151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391849.612716675,2596.3252293876,1478.38694565424,1703.47329801404,1568.0948186729,1721.60474096927
85,86,3608,3608,Deir Carmizan,Jerusalem,1,1,Arab,217.1777895,0.0,40.0,40.0,80.0,160.0,377.1777895,4.02991453,4.02991453,4.02991453,4.02991453,4.02991453,875.2079295,875.2079295,1036.404511,1197.601092,1519.994254,0.0,0.0,0.0,0.0,0.0,96.70783995,96.70783995,99.78783995,102.86784,122.1287089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3070224.36005402,9533.99871261712,70.7367814305854,122.850236747312,31.4986231000716,39.7784313384353
86,87,3004,3004,Talfiot-Haumman St,Jerusalem,1,1,Jewish,11.44615385,0.0,0.0,137.1083438,205.6625157,342.7708595,354.2170133,3.7,3.7,3.7,3.7,3.7,42.35076923,42.35076923,42.35076923,549.6516413,1310.602949,0.0,9.536677871,9.536677871,123.7722653,295.1256464,4445.363076,4446.237271,4446.237271,4467.266209,6883.19832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269863.475250244,2478.07216298572,42.4146092367112,1312.57856577862,16472.6370320319,25506.2242625358
87,88,3702,3702,Gonen V. West,Jerusalem,1,1,Jewish,771.7333333,38.4,86.2,80.4,64.6,269.6,1041.333333,2.783164417,2.774571395,2.74465232,2.695369704,2.630719062,2147.860753,2247.772773,2460.123363,2632.657435,2739.45545,613.2209488,689.670568,757.2990576,839.815848,909.2605492,335.064833,345.0295148,357.866193,371.6210321,381.6731769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145661.64793396,1755.5733688183,5298.12304231165,7148.98772442915,2300.29549818022,2620.27227011082
88,89,3104,3104,property tax,Jerusalem,1,1,Jewish,710.501091,7.0,43.7,38.1,40.05651507,128.8565151,839.357606,3.035379221,3.035379221,3.035379221,3.035379221,3.035379221,2156.640248,2177.887903,2310.533975,2426.181923,2547.768636,143.8434299,393.3591259,417.3169903,438.2047393,460.1651181,211.0504883,230.6092727,99.86025092,102.7729909,106.8123382,221.0,221.0,221.0,221.0,221.0,0.0,0.0,0.0,0.0,0.0,187397.931503296,2168.77965210759,3791.40306032409,4479.01211751229,1126.2156770193,569.976078941519
89,90,3105,3105,Talpiot - pillbox,Jerusalem,1,1,Jewish,856.0191989,0.0,88.5,0.0,0.0,88.5,944.5191989,2.836988366,2.836988366,2.836988366,2.836988366,2.836988366,2428.516508,2428.516508,2679.589978,2679.589978,2679.589978,701.2283536,701.2283536,701.2283536,701.2283536,701.2283536,127.2299431,254.180245,257.8369038,252.8271906,249.1408473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94440.9744262695,1390.50543762457,9064.06572041776,10001.1589740361,1347.19007160741,2638.05883848123
90,91,3109,3109,Alliance High School,Jerusalem,1,1,Jewish,144.4019481,140.6,7.2,3.0,7.279984429,158.0799844,302.4819325,2.047526993,2.047526993,2.047526993,2.047526993,2.047526993,295.6668865,583.5491818,598.2913761,604.4339571,619.3399217,619.0,619.0,619.0,619.0,619.0,866.2590397,890.5647063,905.6425951,919.0919144,931.6646699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78477.099105835,1291.96371757061,1840.05206289873,3854.39747323063,11038.3672379601,11871.8031185575
91,92,3110,3110,Allenby complex,Jerusalem,1,1,Jewish,331.6980519,17.0,0.0,0.0,0.0,17.0,348.6980519,1.850984048,1.850984048,1.850984048,1.850984048,1.850984048,613.9678028,645.4345317,645.4345317,645.4345317,645.4345317,0.0,119.7010075,119.7010075,119.7010075,119.7010075,1.970175933,9.421759295,5.297891776,0.227043988,37.82234235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113674.878646851,1663.07408912842,2917.95386851015,3067.50318144862,17.3316739498854,332.723841892114
